source,dst,type,pattern,sysdef
http://developer.symbian.org/oss/FCL/sftools/fbf/utilities/,/utilities,branch,default,
//v800008/Builds01/mercurial_development/rnd/internal/epoc_additional/,/rnd/internal/epoc_additional,tag,S3_LATESTGOOD,
//v800008/Builds01/mercurial_internal/rnd/rndonly/aricent/,/rnd/rndonly/aricent,branch,default,
//v800008/Builds01/mercurial_internal/rnd/rndonly/monotype/,/rnd/rndonly/monotype,branch,default,
//v800008/Builds01/mercurial_internal/rnd/rndonly/realnetworks/,/rnd/rndonly/realnetworks,branch,default,
//v800008/Builds01/mercurial_internal/rnd/rndonly/samsung/,/rnd/rndonly/samsung,branch,default,
//v800008/Builds01/mercurial_internal/rnd/redist/objective_systems/,/rnd/redist/objective_systems,branch,default,
http://developer.symbian.org/oss/FCL/sf/adaptation/stubs/,/sf/adaptation/stubs,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/camera/,/sf/app/camera,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/commonemail/,/sf/app/commonemail,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/FCL/sf/app/conntools/,/sf/app/conntools,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/contacts/,/sf/app/contacts,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/contentcontrol/,/sf/app/contentcontrol,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/conversations/,/sf/app/conversations,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/devicecontrol/,/sf/app/devicecontrol,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/dictionary/,/sf/app/dictionary,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/files/,/sf/app/files,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/graphicsuis/,/sf/app/graphicsuis,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/helps/,/sf/app/helps,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/homescreen/,/sf/app/homescreen,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/im/,/sf/app/im,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/imgeditor/,/sf/app/imgeditor,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/iptelephony/,/sf/app/iptelephony,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/jrt/,/sf/app/jrt,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/location/,/sf/app/location,tag,S3_LATESTGOOD,layers.sysdef.xml
http://developer.symbian.org/oss/MCL/sf/app/messaging/,/sf/app/messaging,tag,S3_LATESTGOOD,layers.sysdef.xml
